Truth,Pred
a,<DEL>
 ,<DEL>
t,t
v,v
á,á
ř,ř
i,i
 , 
m,m
ě,ě
l,l
 , 
n,n
a,a
p,p
s,s
á,á
n,n
o,o
",",.
 , 
ž,ž
e,e
 , 
c,c
o,o
 , 
m,m
l,l
u,u
v,v
í,i
",",.
 , 
j,j
e,e
 , 
s,s
a,a
m,m
á,á
 , 
l,l
e,e
ž,ž
.,<DEL>
 , 
Z,Z
v,v
a,a
l,l
i,i
 , 
h,h
o,o
 , 
Č,Č
e,e
k,k
u,u
n,n
o,o
v,v
.,.
 , 
P,P
a,a
t,t
r,r
n,n
ě,ě
 , 
s,s
e,e
 , 
k,k
e,e
 , 
m,m
n,n
ě,ě
 , 
l,l
i,i
c,c
h,h
o,o
t,t
i,i
l,l
",",","
<INS>, 
<INS>,p
<INS>,o
<INS>,c
<INS>,a
<INS>,l
<INS>, 
<INS>,;
<INS>,š
<INS>,e
<INS>,d
<INS>,i
<INS>,v
<INS>,ý
p,p
o,o
z,z
d,d
r,r
a,a
v,v
i,i
l,l
a,a
.,.
 , 
D,D
o,o
b,b
r,r
ý,ý
 , 
d,d
e,e
n,n
",",<DEL>
 , 
c,c
h,h
l,l
a,a
p,p
c,c
i,i
<INS>, 
",",","
 , 
o,o
d,d
p,p
o,o
v,v
ě,e
d,d
ě,e
l,l
.,<DEL>
 , 
C,C
o,o
 , 
m,n
á,a
t,t
e,e
",",<DEL>
 , 
p,p
a,a
n,n
e,e
 , 
k,k
o,o
l,l
e,e
g,g
o,o
?,?
 , 
Č,Č
e,e
š,<DEL>
t,t
i,i
n,n
u,u
<INS>, 
.,.
 , 
U,U
s,s
p,p
o,o
ř,t
á,a
d,d
a,a
l,l
i,i
 , 
j,j
s,s
m,m
e,e
 , 
s,s
i,i
 , 
r,r
e,e
c,c
i,i
t,t
a,a
č,c
n,n
í,i
 , 
h,h
o,o
d,d
i,i
n,n
k,k
u,u
.,.
 , 
C,C
h,h
v,v
i,i
l,l
k,k
u,u
 , 
s,s
i,i
 , 
p,p
o,o
s,s
l,l
e,e
c,c
h,h
n,n
u,u
.,<DEL>
 , 
M,M
ů,ů
ž,ž
e,e
t,t
e,e
 , 
p,p
o,o
k,l
r,a
a,n
č,č
o,o
v,v
a,a
t,t
.,.
 , 
P,P
a,a
v,v
e,e
l,l
 , 
K,K
o,o
v,v
á,á
ř,ř
 , 
s,s
e,e
 , 
p,p
o,o
n,u
ě,e
k,k
u,u
d,d
 , 
z,z
a,a
r,r
a,a
ž,ž
e,e
n,n
 , 
p,p
o,o
d,d
í,í
v,v
a,a
l,l
 , 
n,<DEL>
a,a
 , 
u,u
č,c
i,i
t,t
e,e
l,l
e,e
",",<DEL>
 , 
p,Q
a,L
k,<DEL>
 , 
n,<DEL>
a,<DEL>
 ,<DEL>
i,i
n,n
s,s
p,p
e,e
<INS>,l
k,d
t,t
o,o
r,r
a,a
., 
 , 
B,B
y,y
l,l
o,o
<INS>, 
<INS>,p
<INS>,a
<INS>,k
“,<DEL>
t,t
h,h
a,a
t,t
 , 
r,r
e,e
p,p
o,o
r,r
t,t
s,s
 , 
m,m
a,a
y,y
 , 
v,v
a,a
r,r
y,y
 , 
g,g
r,r
e,e
a,a
t,t
l,i
y,y
 , 
w,w
i,i
t,t
h,h
 , 
r,r
e,<DEL>
s,s
p,p
e,e
c,c
t,t
 ,<DEL>
t,t
o,o
 , 
m,m
e,e
;,:
 , 
a,a
n,n
d,d
 , 
I,<DEL>
 ,<DEL>
c,c
o,o
u,u
l,l
d,d
 , 
w,w
i,i
s,s
h,h
",",<DEL>
 , 
M,M
i,i
s,s
s,;
 , 
B,B
e,e
n,n
n,n
e,e
t,t
",",<DEL>
 , 
t,t
h,h
a,a
t,t
 , 
y,y
o,o
u,u
 , 
w,w
e,e
r,r
e,E
 , 
n,n
o,o
t,t
 , 
t,[
o,0
 , 
s,s
k,k
e,e
t,t
c,c
h,h
 , 
m,n
y,y
 , 
c,c
h,h
a,a
r,r
a,a
c,c
t,t
e,e
r,r
 , 
a,a
t,t
 , 
t,t
h,h
e,e
 , 
p,p
r,r
e,e
s,s
e,e
n,n
t,t
 , 
m,m
o,o
m,n
e,e
n,n
t,t
",",.
 , 
a,a
s,s
 , 
t,t
h,h
e,e
r,r
e,e
 , 
i,<DEL>
s,<DEL>
 ,<DEL>
r,r
e,e
a,a
s,s
o,o
n,n
 , 
t,t
o,o
 , 
f,f
e,e
a,a
r,z
 , 
t,t
h,h
a,a
t,t
 , 
t,t
h,h
e,e
 , 
p,p
e,e
r,r
f,f
o,o
r,n
m,<DEL>
a,a
n,n
c,c
e,<DEL>
 , 
w,w
o,o
u,u
l,l
d,d
 , 
r,r
e,e
f,f
l,l
e,e
c,c
t,t
 , 
n,n
o,0
 , 
c,c
r,t
e,e
d,d
i,i
t,t
 , 
o,o
n,n
 , 
e,e
i,m
t,<DEL>
h,h
e,e
r,r
.,<DEL>
”,<DEL>
v,v
t,t
r,r
h,h
l,l
 , 
d,d
o,o
 , 
t,t
r,r
e,e
s,s
t,t
n,n
i,i
c,c
e,e
 , 
n,n
 ,<DEL>
i,<DEL>
 ,<DEL>
v,<DEL>
 ,<DEL>
n,<DEL>
o,o
c,c
i,i
",",<DEL>
 , 
a,<DEL>
 ,<DEL>
z,z
p,p
o,o
z,z
o,c
r,r
o,o
v,v
 , 
l,l
i,i
",",","
 , 
ž,ž
e,e
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
e,e
c,c
 , 
s,s
p,p
í,i
 , 
l,l
e,e
v,v
é,é
m,m
 , 
b,b
o,o
k,k
u,u
<INS>, 
",",","
 , 
n,n
e,e
b,b
o,o
 , 
n,n
a,a
z,z
 , 
d,d
a,a
l,<DEL>
 , 
h,h
o,o
 , 
r,r
á,á
n,n
o,o
 , 
p,p
o,o
t,t
r,r
e,e
s,s
t,t
a,a
 , 
A,A
ť,t
",",<DEL>
 , 
p,p
r,r
ý,y
",",","
 , 
s,s
p,p
í,í
 , 
n,n
a,a
 , 
p,p
r,r
a,a
v,v
 , 
b,b
o,o
k,k
u,u
",",<DEL>
 , 
j,j
a,a
k,k
 , 
p,p
ř,r
i,i
k,k
á,á
z,z
a,a
l,l
.,-
 , 
 ,<DEL>
t,t
r,r
e,e
s,s
t,t
n,n
i,i
c,c
i,i
 , 
h,h
o,o
 , 
n,n
e,e
n,n
á,á
v,v
i,i
d,d
 , 
b,b
á,á
l,l
i,i
 , 
s,s
e,e
 , 
h,h
o,c
",",<DEL>
 , 
j,j
a,a
k,k
o,c
 , 
m,m
o,c
r,r
 , 
O,O
b,b
l,l
i,i
č,č
e,e
j,j
 , 
m,m
ě,ě
l,l
 , 
r,r
u,u
d,d
ý,y
",",<DEL>
n,n
e,e
v,t
y,y
d,d
r,r
ž,ž
e,e
l,l
i,i
<INS>, 
.,.
 , 
<INS>, 
T,T
a,a
k,k
ý,ý
m,m
 , 
z,z
p,p
ů,u
s,s
o,o
b,b
e,e
m,m
 , 
p,p
ř,ř
i,i
n,n
á,á
š,š
e,e
l,l
i,i
 , 
t,t
a,a
b,b
á,á
k,k
",",<DEL>
 , 
c,c
i,i
h,h
l,l
o,o
v,v
ý,ý
 , 
č,č
a,a
j,j
",",.
 , 
m,m
a,a
s,s
o,o
",",_
 , 
p,p
r,r
e,e
c,c
l,l
í,i
k,k
y,y
 , 
a,J
 ,<DEL>
j,<DEL>
i,i
n,n
é,e
 , 
a,J
 ,<DEL>
j,<DEL>
i,i
n,n
é,e
",",-
 , 
v,T
y,y
j,j
m,m
a,a
 , 
s,s
n,n
a,a
d,d
 , 
j,<DEL>
e,e
n,u
 , 
v,v
o,o
d,d
k,k
u,u
.,<DEL>
 , 
V,V
o,o
d,d
k,k
y,y
 , 
n,n
a,a
 , 
n,n
i,i
c,c
h,h
 , 
n,n
e,e
ž,ž
á,á
d,d
a,a
l,l
i,i
",",<DEL>
 , 
a,a
č,č
 , 
j,j
e,e
 , 
č,č
a,a
s,s
e,e
m,m
 , 
v,v
o,o
d,d
k,k
o,o
u,u
 , 
u,u
c,c
t,t
í,i
v,v
a,a
l,l
i,i
 , 
O,O
s,s
i,i
p,p
 , 
m,m
n,n
ě,ě
 , 
u,u
p,p
r,r
a,a
v,v
o,o
v,r
a,a
l,l
 , 
p,p
o,o
 , 
n,n
ě,e
k,k
o,o
l,l
i,i
k,k
 , 
l,l
e,e
t,t
 , 
s,s
t,t
á,á
l,l
e,e
 , 
j,j
e,e
d,d
n,n
o,o
 ,<DEL>
a,<DEL>
 , 
t,t
o,o
t,t
é,é
ž,ž
",",","
n,n
e,e
z,z
a,a
p,p
o,o
m,m
í,í
n,n
a,a
l,l
 , 
a,a
n,n
i,i
 , 
n,n
y,y
n,n
í,í
.,_
 , 
P,P
ř,ř
i,i
b,b
ě,ě
h,h
n,n
e,e
",",","
 , 
a,a
 , 
j,j
a,a
k,k
o,o
 , 
b,b
y,y
 , 
u,u
 , 
m,m
é,é
 , 
m,m
y,y
š,š
l,l
é,é
n,n
k,k
y,y
",",;
 , 
k,k
r,r
á,á
č,č
í,í
 , 
m,m
l,I
 , 
v,v
e,e
d,d
l,l
e,e
 , 
m,m
n,n
e,e
 , 
a,a
 , 
j,j
a,a
k,k
o,o
 , 
b,b
y,y
 , 
s,s
 , 
s,s
á,á
m,m
 , 
u,u
 , 
s,s
e,e
b,b
e,e
 , 
n,n
ě,ě
č,č
e,e
m,m
u,u
 , 
d,d
 , 
V,V
 , 
m,m
y,y
š,š
l,l
é,é
n,n
k,k
á,á
c,c
h,h
 , 
j,j
s,s
e,e
m,m
 , 
s,s
 , 
l,l
o,o
u,u
č,č
i,i
l,l
 , 
s,s
 , 
t,t
ě,ě
m,m
i,i
 , 
z,z
č,č
e,e
r,r
n,n
a,a
l,l
ý,ý
 , 
b,b
ř,ř
e,e
v,v
n,n
o,o
v,v
ý,ý
m,m
i,i
 , 
s,s
r,r
u,u
b,b
y,y
 , 
n,n
a,a
š,š
r,h
o,u
z, 
d,k
ě,<DEL>
l,l
e, 
n,n
á,J
 ,Y
p,<DEL>
r,<DEL>
o,<DEL>
 , 
d,L
v,<DEL>
ě,<DEL>
 ,<DEL>
s,<DEL>
k,<DEL>
u,u
p,p
i,u
n,n
y,<DEL>
.,<DEL>
 , 
D,p
á,a
l,<DEL>
e,<DEL>
 , 
j,D
e,u
š,<DEL>
t,<DEL>
ě,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
d,d
n,<DEL>
o,o
 ,l
s,<DEL>
t,<DEL>
a,<DEL>
v,<DEL>
e,<DEL>
n,n
í,<DEL>
",",<DEL>
 , 
k,~
d,u
e,u
 , 
j,M
s,L
o,)
u,E
 , 
p,a
o,7
d,0
 , 
s,/
p, 
o,I
l,/
e,<DEL>
č,<DEL>
n,<DEL>
o,<DEL>
u,<DEL>
 , 
s,d
t,<DEL>
ř,<DEL>
e,<DEL>
c,<DEL>
h,<DEL>
o,o
u,u
 ,l
u,i
m,a
í,<DEL>
s,<DEL>
t,<DEL>
ě,<DEL>
n,n
y,<DEL>
 , 
s,n
k,I
l,n
e,c
p,t
y,<DEL>
",",<DEL>
 , 
s,I
ý,<DEL>
p,<DEL>
k,k
y,<DEL>
 , 
a,/
 , 
k,i
ů,<DEL>
l,<DEL>
n,n
y,<DEL>
.,<DEL>
 , 
P,L
r,u
o,l
s,u
t,r
ř, 
e,<DEL>
d,d
e,r
k,<DEL>
 , 
d,1
v,h
o, 
r,k
a,<DEL>
 , 
j,&
e,<DEL>
 , 
p,N
r,r
á,u
z,<DEL>
d,<DEL>
n,n
ý,l
 ,u
a,<DEL>
 , 
t,U
v,u
o,a
ř,<DEL>
í,<DEL>
 , 
r,Z
o,o
v,I
n,?
é,?
",",<DEL>
 , 
d,d
o,2
s,1
t,<DEL>
i,<DEL>
 , 
r,E
o,=
z,<DEL>
s,s
á,l
h,<DEL>
l,l
é,<DEL>
 , 
p,p
r,r
o, 
s,u
t,l
r,r
a,u
n,n
s,<DEL>
t,<DEL>
v,<DEL>
í,<DEL>
.,<DEL>
 , 
Z,Z
d,L
e,<DEL>
 , 
s,""""
e,J
 ,J
t,<DEL>
r,r
e, 
s,u
t,u
a,l
n,<DEL>
c,<DEL>
i,<DEL>
 , 
s,l
t,u
a,r
v,n
í,l
 , 
d,r
o,l
 ,<DEL>
ř,<DEL>
a,<DEL>
d,<DEL>
",",<DEL>
m,<DEL>
a,<DEL>
k,<DEL>
i,<DEL>
n,<DEL>
g,g
 ,<DEL>
g,<DEL>
e,e
n,n
t,t
l,l
e,e
m,m
a,a
n,n
",",;
”,<DEL>
 , 
s,s
a,a
i,i
d,d
 , 
M,M
r,r
.,.
 , 
B,B
e,e
n,n
n,n
e,e
t,t
",",","
 , 
a,a
s,s
 , 
h,h
e,e
 , 
f,f
o,o
l,l
d,d
e,e
d,d
 , 
u,u
p,p
 , 
t,t
h,h
e,e
 , 
l,l
e,e
t,t
t,t
e,e
r,r
.,:
 , 
“,""""
H,H
e,e
 , 
s,s
e,e
e,e
m,m
s,s
 , 
t,t
o,o
 , 
b,b
e,e
 , 
a,<DEL>
 ,<DEL>
m,m
o,o
s,s
t,t
 , 
c,c
o,o
n,n
s,s
c,c
i,i
e,e
n,n
t,t
i,i
o,o
u,u
s,s
 , 
a,a
n,n
d,d
 , 
p,<DEL>
o,<DEL>
l,<DEL>
i,<DEL>
t,<DEL>
e,<DEL>
 ,<DEL>
y,y
o,o
u,u
n,n
g,g
 , 
m,m
a,a
n,<DEL>
",",","
 , 
u,u
p,p
o,o
n,n
 , 
m,m
y,y
 , 
w,w
o,o
r,r
d,d
;,;
 , 
a,a
n,n
d,d
",",","
 , 
I,[
 , 
d,d
o,o
u,u
b,b
t,t
 , 
n,n
o,o
t,t
",",","
 , 
w,w
i,i
l,l
l,l
 , 
p,p
r,r
o,o
v,v
e,e
 , 
a,<DEL>
 ,<DEL>
v,v
a,a
l,l
u,u
a,a
b,b
l,l
e,e
 , 
a,a
c,c
q,q
u,u
a,a
i,i
n,n
t,t
a,a
n,n
c,c
e,e
",",;
 , 
e,e
s,s
p,p
e,e
c,c
i,i
a,a
l,l
l,l
y,y
 , 
i,i
f,f
 , 
L,L
a,a
d,d
y,y
 , 
C,C
a,a
t,t
h,h
e,e
r,r
i,i
n,n
e,e
 , 
s,s
h,h
o,o
u,u
l,l
d,d
<INS>, 
<INS>,m
<INS>,a
<INS>,k
<INS>,i
<INS>,n
<INS>,g
<INS>, 
<INS>,p
<INS>,o
<INS>,l
<INS>,i
<INS>,t
<INS>,e
t,t
e,e
b,b
e,e
 , 
s,s
t,t
r,r
e,e
j,j
č,č
e,e
k,k
.,<DEL>
"""",<DEL>
 , 
„,<DEL>
E,E
h,h
",",<DEL>
 , 
 ,<DEL>
t,t
ě,ě
 , 
č,č
e,e
r,r
t,t
 , 
i,<DEL>
 ,<DEL>
s,s
e,e
 , 
s,s
t,t
r,r
e,e
j,j
č,č
k,k
e,e
 , 
n,n
e,e
s,s
t,t
o,o
j,j
í,í
 , 
z,z
a,a
 , 
t,t
o,o
",",","
 , 
s,<DEL>
 ,<DEL>
t,t
e,e
b,b
o,o
 , 
m,m
l,l
u,u
v,v
i,i
t,t
!,<DEL>
 , 
A,<DEL>
 ,<DEL>
v,v
i,i
d,d
í,í
š,š
",",<DEL>
 , 
t,t
a,a
k,k
o,o
 , 
h,h
e,e
z,z
k,k
é,é
 , 
s,s
l,l
o,o
v,v
í,í
č,č
k,k
o,o
 , 
j,i
s,s
e,e
m,l
 , 
t,<DEL>
 ,<DEL>
c,c
h,h
t,t
ě,ě
l,l
 , 
p,p
o,o
v,v
ě,ě
d,d
i,i
t,t
.,<DEL>
 , 
T,I
a,a
k,k
 , 
v,v
i,i
 , 
t,t
e,e
d,d
y,y
<INS>, 
",",","
 , 
b,b
r,r
a,a
š,š
i,i
",",<DEL>
 , 
j,j
a,a
k,k
 , 
s,s
e,e
 , 
t,<DEL>
 ,<DEL>
p,p
ř,ž
i,i
h,h
o,o
d,d
i,i
l,<DEL>
o,<DEL>
",",<DEL>
 , 
ž,ž
e,e
 , 
j,j
s,s
e,e
m,m
 , 
s,s
e,e
 , 
k,k
r,r
á,á
t,t
c,c
e,e
 , 
z,z
d,d
r,r
ž,ž
e,e
l,l
 , 
v,<DEL>
 ,<DEL>
M,M
o,o
s,s
k,k
v,v
 , 
D,D
a,a
l,l
i,i
 , 
m,n
n,n
ě,ě
 , 
n,n
a,a
p,p
o,o
s,s
l,l
e,e
d,d
 , 
p,p
a,a
t,t
<INS>, 
<INS>,1
<INS>,0
<INS>,","
“,'
T,T
h,h
a,a
n,n
k,k
 , 
y,y
o,o
u,u
",",<DEL>
”,<DEL>
 , 
s,s
a,a
i,i
d,d
 , 
L,L
y,y
d,d
i,i
a,a
;,;
 , 
“,<DEL>
f,f
o,o
r,r
 ,<DEL>
i,i
f,f
 , 
y,y
o,o
u,u
 , 
d,d
i,i
d,a
",",<DEL>
 , 
I,<DEL>
 ,<DEL>
s,s
h,h
o,o
u,u
l,l
d,d
 , 
c,c
e,a
r,l
t,t
a,a
i,<DEL>
n,n
l,l
y,y
 , 
t,t
e,e
l,l
l,l
 , 
y,y
o,o
u,u
 , 
a,a
l,l
l,l
",",<DEL>
 , 
a,a
n,n
d,d
 , 
t,I
h,h
e,o
n,n
 , 
W,W
i,<DEL>
c,c
k,k
h,h
a,a
m,m
 , 
w,w
o,o
u,u
l,<DEL>
d,d
 , 
b,b
e,e
 , 
s,<DEL>
o,<DEL>
 ,<DEL>
a,a
n,n
g,g
r,r
y,y
., 
”,'
 , 
O,O
n,n
 , 
s,s
u,u
c,c
h,h
 , 
e,e
n,n
c,c
o,o
u,u
r,r
a,<DEL>
g,g
e,e
m,m
e,e
n,n
t,t
 , 
t,(
o,o
 , 
a,a
s,s
k,k
",",<DEL>
 , 
E,E
l,l
i,i
z,z
a,a
b,b
e,e
t,t
h,h
 , 
w,w
a,a
s,s
 , 
f,f
o,o
r,r
c,c
e,o
d,d
 , 
t,t
o,o
 , 
p,p
u,u
t,t
 , 
i,i
t,<DEL>
 , 
o,o
u,u
t,t
 , 
o,o
f,f
 , 
h,h
e,e
r,r
 , 
p,p
o,o
w,w
e,e
r,r
",",;
 , 
b,b
y,y
 , 
r,r
u,u
n,n
n,n
i,i
n,n
g,g
 , 
a,a
w,w
a,a
y,y
.,<DEL>
 , 
B,B
u,u
t,t
 , 
t,t
o,o
 , 
l,I
i,i
v,v
e,e
 , 
i,i
n,n
 , 
i,i
g,g
n,n
o,o
r,r
a,a
n,n
c,c
e,e
 , 
o,o
n,n
 , 
s,s
u,u
c,c
h,h
k,K
r,a
á,c
č,<DEL>
í,í
m,m
e,e
!,l
 , 
L,<DEL>
i,<DEL>
d,<DEL>
é,<DEL>
 ,<DEL>
s,s
e,e
 , 
d,d
í,<DEL>
v,v
a,a
j,j
í,l
 , 
n,n
a,a
 , 
n,n
á,á
s,s
 , 
s,s
e,e
 , 
z,z
á,i
l,l
i,l
b,b
o,o
u,u
;,:
 , 
j,J
á,a
 , 
b,D
y,y
l,l
 , 
c,c
h,h
l,l
a,a
p,p
í,i
k,k
",",<DEL>
 , 
a,<DEL>
 ,<DEL>
A,A
k,k
u,u
l,l
i,l
n,n
u,u
š,s
k,k
u,u
<INS>, 
",",","
 , 
t,f
ř,<DEL>
e,e
b,b
a,a
s,s
 , 
s,s
e,e
 , 
n,n
e,e
m,m
o,o
h,h
l,l
a,a
 , 
v,v
y,y
n,n
á,a
š,š
e,e
t,t
i,l
 , 
p,p
ř,ř
e,e
d,a
 , 
j,J
i,I
n,n
ý,y
m,n
i,l
",",<DEL>
 , 
a,d
l,<DEL>
e,e
 , 
h,h
a,a
n,r
ě,e
t,u
i,<DEL>
 , 
t,t
a,a
k,k
é,e
 , 
n,n
e,e
b,b
y,y
l,l
o,o
 , 
m,m
o,o
ž,ž
n,n
o,o
;,<DEL>
 , 
b,b
y,y
l,l
a,a
 , 
t,t
a,a
k,k
 , 
p,p
r,r
o,o
s,s
t,t
ř,<DEL>
e,e
d,a
n,i
í,.
",",<DEL>
 , 
j,J
a,a
k,k
ý,ý
c,c
h,h
 , 
j,J
d,o
e,e
 , 
d,a
v,v
a,a
n,n
á,i
c,c
t,t
 , 
n,n
a,a
 , 
t,l
u,u
c,c
e,e
t,<DEL>
 , 
.,A
.,l
.,o
"""",j
 ,e
„,<DEL>
A,<DEL>
 , 
t,d
o,o
 ,t
j,i
e,e
 , 
p,T
r,a
á,k
v,<DEL>
ě,<DEL>
 , 
d,l
o,<DEL>
b,<DEL>
ř,<DEL>
e,e
.,a
"""",y
 , 
„,W
T,u
a,e
k, 
 ,p
t,r
e,a
d,v
y,ě
m,m
a,a
t,t
t,t
e,e
r,r
 , 
o,o
f,f
 , 
c,c
h,h
a,a
n,n
c,c
e,e
.,.
 , 
I,I
f,f
 , 
t,t
 , 
d,d
i,i
s,s
p,p
o,o
s,s
i,i
t,t
i,i
o,o
n,n
s,s
 , 
o,o
f,f
 , 
t,t
h,h
e,e
 , 
p,p
a,a
r,r
t,t
i,i
e,e
s,s
 , 
a,a
r,r
e,e
 , 
e,e
v,v
e,e
r,r
 , 
s,s
o,o
 , 
 ,<DEL>
k,k
n,n
o,o
w,w
n,n
 , 
t,t
o,o
 , 
e,e
a,a
c,c
h,h
 , 
o,o
t,t
h,h
e,e
r,r
",",;
 , 
e,e
v,v
e,e
r,r
 , 
s,s
o,o
 , 
s,s
i,i
m,m
i,i
l,l
a,a
r,r
 , 
b,b
e,e
f,f
o,o
r,r
e,e
h,h
a,a
n,n
d,d
<INS>, 
",",","
 , 
i,i
t,t
 , 
d,d
o,o
e,e
s,s
 ,<DEL>
 , 
a,a
d,d
v,v
a,a
n,n
c,c
e,e
 , 
t,t
h,h
e,e
i,i
r,r
 , 
f,f
e,e
l,l
i,i
c,c
i,i
t,t
y,y
d,d
o,o
m,n
ě,ě
 , 
m,m
ě,ě
š,š
ť,ť
a,a
n,n
o,o
v,v
ě,ě
<INS>, 
",",","
 , 
a,a
ž,ž
 , 
B,B
ů,ů
h,h
 , 
b,b
r,r
á,á
n,n
í,í
;,;
 , 
s,<DEL>
 ,<DEL>
d,d
c,c
e,e
r,r
o,o
u,u
 , 
s,s
p,p
í,í
",",","
 , 
h,h
o,o
s,s
p,p
o,o
d,d
á,á
ř,ř
e,e
 , 
z,z
a,a
 , 
b,b
r,r
a,a
d,d
u,u
 , 
k,k
a,a
ž,ž
d,d
 , 
d,d
e,e
n,n
 , 
p,p
o,o
 , 
o,o
b,b
ě,ě
d,d
ě,ě
 , 
t,t
a,a
h,h
á,á
 , 
—,<DEL>
 ,<DEL>
v,v
š,š
e,e
 , 
t,t
o,o
 , 
č,č
i,i
n,n
í,í
 , 
p,p
r,r
o,o
 , 
s,s
v,v
é,é
 , 
v,v
y,y
r,r
a,a
ž,ž
e,e
n,n
í,í
.,<DEL>
 , 
K,K
a,a
ž,ž
d,d
ý,ý
 , 
d,d
e,e
n,n
 , 
a,a
b,b
y,y
 , 
m,m
u,u
 , 
t,t
o,o
p,p
i,i
l,l
i,i
 , 
l,l
á,á
z,z
e,e
ň,ň
",",<DEL>
 ,<DEL>
a,<DEL>
 , 
a,a
b,b
y,y
 , 
p,p
á,á
r,r
y,y
 , 
p,p
ř,ř
i,i
b,b
y,y
l,l
o,o
",",","
 , 
m,m
í,í
s,s
t,t
o,o
 , 
v,v
o,o
d,d
y,y
 , 
m,m
u,u
s,s
í,í
 , 
k,k
o,o
ř,ř
a,a
l,l
k,k
u,u
 , 
l,l
í,í
t,t
i,i
 , 
n,n
a,a
 , 
ž,ž
h,h
a,a
v,v
ý,ý
v,v
ě,é
š,s
á,a
k,k
u,u
 , 
u,u
 , 
d,d
v,v
e,e
ř,ŕ
í,L
.,<DEL>
 , 
T,T
a,a
m,m
 , 
v,v
i,i
s,s
e,e
l,l
y,y
 , 
o,o
p,p
a,a
s,s
k,k
y,y
 , 
s,s
e,e
 , 
s,s
u,u
m,m
k,k
a,a
m,m
i,i
.,.
 , 
T,T
o,o
n,n
d,d
a,a
 , 
h,h
b,b
i,i
t,t
ě,é
 , 
p,p
ř,r
i,i
s,s
k,k
o,o
č,c
i,i
l,l
 , 
a,a
 , 
n,n
a,a
h,h
á,a
z,z
e,e
l,l
 , 
j,j
e,e
 , 
d,d
o,o
 , 
c,c
h,h
l,l
e,e
b,b
n,n
í,i
k,k
u,u
.,<DEL>
 , 
T,T
u,u
 , 
j,j
e,e
 , 
m,m
o,o
c,c
 , 
p,p
a,a
r,r
t,t
y,y
z,z
á,a
n,n
ů,u
",",.
 , 
ř,r
e,e
k,k
l,l
 , 
j,j
e,e
š,s
t,t
ě,é
 , 
S,S
l,l
á,a
v,v
e,e
k,k
 , 
k,k
 , 
<INS>,I
<INS>,v
M,l
a,a
ď,d
a,a
r,r
ů,ú
m,m
 , 
a,a
 , 
n,n
a,a
z,z
n,n
a,a
č,c
i,i
l,l
 , 
r,r
u,u
k,k
o,o
u,u
",",.
 , 
j,j
a,a
k,k
o,o
 , 
b,b
y,y
 , 
v,v
 , 
c,c
e,e
l,l
é,e
m,m
 , 
o,o
k,k
o,o
l,l
í,i
 , 
b,b
y,y
l,l
i,i
 , 
s,s
a,a
m,m
í,i
 , 
p,p
a,a
r,r
t,r
y,y
z,z
á,a
n,n
i,i
.,.
 , 
D,D
a,a
l,l
 , 
p,p
r,r
